stockid,symbol,company_name,security_type,sector,subsector
1090,MOT,Motorola,Equity,Information Technology,0
1091,MOVI,Movie Gallery Inc,Equity,Consumer Discretionary,0
1092,MPC,Marathon Petetroleum,Equity,Energy,0
1093,MRA,Meritor Automotive Inc,Equity,0,0
1094,MRK,Merck & Co INC.,Equity,Health Care,Pharmaceuticals: Major
1095,MRLN,Marlin Business Svcs Cp,Equity,Financials,0
1096,MRNA,Moderna Inc,Equity,Health Care,0
1097,MRO,Marathon Oil Corp,Equity,Energy,0
1098,MRVL,Marvell Tech Group Ltd,Equity,Information Technology,0
1099,MS,Morgan Stanley,Equity,Financials,Investment Banks/Brokers
1100,MSFT,Microsoft Corp.,Equity,Information Technology,Packaged Software
1101,MSG,Madison Square Garden,Equity,Consumer Discretionary,0
1102,MSI,Motorola Solutions,Equity,Information Technology,0
1103,MSJ,M S Cap TRUST Vi,Equity,Financials,0
1104,MSM,Msc Indl Direct Inc Cl A,Equity,Industrials,0
1105,MT,ArcelorMittal SA Luxembourg,Equity,Materials,0
1106,MTB,M & T Bank Corporation,Equity,Financials,0
1107,MTEL,Mobile Telecom Tech,Equity,0,0
1108,MTLQQ,Motors Liquidation Company,Equity,Consumer Discretionary,0
1109,MTST,Microtest Inc.,Equity,0,0
1110,MTUM,Ishares Etf,Equity,Large Blend,0
1111,MTW,Manitowoc Company Inc,Equity,Industrials,0
1112,MU,Micron Technologies,Equity,Information Technology,0
1113,MUB,Ishares Nationl Muni,Equity,Municipal Bonds,0
1114,MUR,Murphy Oil Corp.,Equity,Energy,0
1115,MUSA,Muphy USA Inc.,Equity,Consumer Staples,0
1116,MV,Metavante Holding Co,Equity,Financials,0
1117,MWA,Mueller Water Products,Equity,Industrials,0
1118,MWG,Morgan Stnly Cap,Equity,0,0
1119,MXI,Ishares S&P Global Matls,Equity,Materials,0
1120,MXIM,Maxim Integrated Pro,Equity,Information Technology,0
1121,MYL,Mylan Laboratories Inc,Equity,Health Care,0
1122,N65990017,Nxp Semiconductors   Xxx,Equity,Information Technology,0
1123,NADVF,Naturally Advncd Tech,Equity,Consumer Discretionary,0
1124,NAI,Nicholas Applegate Intl,Equity,0,0
1125,NAK,Northern Dyn Minerl Newf,Equity,Materials,0
1126,NANO,Nanometrics,Equity,Information Technology,0
1127,NATI,National Instruments,Equity,Information Technology,0
1128,NB,Nations Bank,Equity,0,0
1129,NBBC,NewBridge Bancorp,Equity,Financials,0
1130,NBL,Noble Corporation,Equity,Energy,0
1131,NBR,Nabors Industries,Equity,Energy,0
1132,NCC,National City Corp,Equity,Financials,0
1133,NCLH,Norwegian Cruise Lin,Equity,Consumer Discretionary,0
1134,NCQ,Novacopper Inc,Equity,Natural Resources,0
1135,NCR,N C R Corp New,Equity,Information Technology,0
1136,NCTIE,N C T Group Inc,Equity,Information Technology,0
1137,NE,Noble Corp,Equity,Energy,0
1138,NEE,NextEra Energy Inc.,Equity,Utilities,Electric Utilities
1139,NEM,Newmont Mining Corp,Equity,Materials,0
1140,NET,No European Oil Rylty,Equity,Energy,0
1141,NETE,Netegrity Inc,Equity,Information Technology,0
1142,NEU,Newmarket Corporation,Equity,Materials,0
1143,NFB,North Fork Bancorp Inc,Equity,Financials,0
1144,NFG,National Fuel Gas Co,Equity,Utilities,0
1145,NFLX,Netflix Inc,Equity,Communications,Cable/Satellite TV
1146,NFX,Newfield Exploration Co,Equity,Energy,0
1147,NG,Novagold Res Inc New,Equity,Natural Resources,0
1148,NGEN,Nanogen Inc,Equity,Health Care,0
1149,NGG,National Grid Plc Adr,Equity,Utilities,0
1150,NHP,Nationwide Health Pptys,Equity,Financials,0
1151,NI,NiSource Inc.,Equity,Utilities,0
1152,NID,Nuveen Int. Municipal,Equity,Municipal Bonds,0
1153,NIO,NIO INC ADS REPSTG CL A ORD SHS,Equity,0,0
1154,NKE,Nike Inc,Equity,Consumer Discretionary,Apparel/Footwear
1155,NLSN,Nielsen Holdings Plc Shs,Equity,Industrials,0
1156,NLY,Annaly Cap Mgmt Inc,Equity,Financials,0
1157,NMO,Nuveen Municipal Mkt Opp Fund,Equity,Municipal Bonds,0
1158,NNN,National Retail Properties,Equity,Real Estate,Real Estate Investment Trusts
1159,NOB,Norwest Bank,Equity,0,0
1160,NOB+,Norwest Corp Depository,Equity,0,0
1161,NOBL,Proshares S&P 500 Div,Equity,Large Blend,0
1162,NOC,Northrop Grumman Corp,Equity,Industrials,0
1163,NOK,Nokia Corp Spon Adr,Equity,Information Technology,Telecommunications Equipment
1164,NOV,National Oilwell Varco,Equity,Energy,0
1165,NOVL,Novell Inc,Equity,Information Technology,0
1166,NP,Neenah Paper Inc,Equity,Consumer Staples,0
1167,NPBC,National Penn Bancshares,Equity,Financials,0
1168,NPO,Enpro Industries Inc,Equity,Industrials,0
1169,NRF,Northstar Realty Fin Cp,Equity,Financials,0
1170,NRG,Nrg Energy Inc New,Equity,Utilities,0
1171,NRGY,Inergy Lp,Equity,Energy,0
1172,NRIFD,NUVO RESEARCH INC,Equity,Health Care,0
1173,NRIFF,Nuvo Research Inc,Equity,Health Care,0
1174,NRTLQ,Nortel Networks Cp New,Equity,Communications,0
1175,NRV.PE,New Richmond Ventures,Equity,Private Equity,0
1176,NSC,Norfolk Southern Corp,Equity,Industrials,Railroads
1177,NSOL,Network Solutions Inc,Equity,0,0
1178,NSRGY,Nestle S A Reg B ADR,Equity,Consumer Staples,Food: Major Diversified
1179,NST,Nstar,Equity,Utilities,0
1180,NT,Nortel Networks Cp New,Equity,Information Technology,0
1181,NTAP,Network Appliance Inc,Equity,Information Technology,0
1182,NTDOY,Nintendo Co Ltd,Equity,Information Technology,0
1183,NTGR,Netgear Inc,Equity,Information Technology,0
1184,NTIOF,National Bank Of Canada,Equity,Financials,0
1185,NTL,Nortel Inversora B Adr,Equity,0,0
1186,NTLA,Intellia Therapeutics Inc,Equity,Health Care,0
1187,NTR,Nutrien Ltd,Equity,Materials,0
1188,NTRS,Northern Trust Corp,Equity,Financials,Regional Banks
1189,NU,Northeast Utilities,Equity,Utilities,0
1190,NUAN,Nuance Communication,Equity,Information Technology,0
1191,NUE,Nucor Corp,Equity,Materials,0
1192,NUGT,Direxion Shares New Etf,Equity,Natural Resources,0
1193,NVAX,Novavax Inc,Equity,0,0
1194,NVDA,Nvidia Corp,Equity,Information Technology,Semiconductors
1195,NVLS,Novellus Systems Inc,Equity,Information Technology,0
1196,NVMH,Nevada Manhattan Grp Inc,Equity,Materials,0
1197,NVS,Novartis AG,Equity,Health Care,0
1198,NVT,nVent Electric PLC,Equity,Industrials,0
1199,NWL,Newell Brands Inc,Equity,Consumer Staples,0
1200,NWS,News Corp Ltd Cl B,Equity,Communications,0
1201,NWSA,NEWS CORP - CLASS A,Equity,Communications,0
1202,NXL,New Plan Excel Rlty Tr,Equity,Financials,0
1203,NXPI,NXP Semiconductors NV,Equity,Information Technology,0
1204,NXST,Nexstar Media Group Inc,Equity,Communications,0
1205,NXTL,Nextel Communications A,Equity,Communications,0
1206,NYB+U,Ny Cmnty Cap Tr V,Equity,Preferred Stock,0
1207,NYN,Nynex Corp,Equity,0,0
1208,NYX,Nyse Euronext N V,Equity,Financials,0
1209,NZT,Telecom New Zealand,Equity,Communications,0
1210,O,Realty Income Corp,Equity,Financials,0
1211,OC,OWENS CORNING,Equity,Industrials,0
1212,OCCM,Occam Networks Inc,Equity,Communications,0
1213,OCGT,OCG Technology,Equity,Information Technology,0
1214,OEF,iShares S&P 100,Equity,0,0
1215,OFC,Corp Office Pptys Sbi,Equity,Financials,0
1216,OGS,ONE GAS INC,Equity,Utilities,0
1217,OGZPY,Oao Gazprom Spon Adr,Equity,Energy,0
1218,OHI,Omega Hlthcare Invs Inc,Equity,Financials,0
1219,OKE,Oneok Inc New,Equity,Energy,0
1220,OKTA,Okta Inc,Equity,Information Technology,Packaged Software
1221,OMC,Omnicom Group Inc,Equity,Communications,0
1222,OMI,Owens & Minor Holding Co,Equity,Health Care,Medical Distributors
1223,ONE,Bank One Corp,Equity,Financials,0
1224,ONEM,1Life Healthcare Ord,Equity,Health Care,Medical/Nursing Services
1225,OPWR,Opower Inc,Equity,Information Technology,0
1226,OPWVD,Openwave Systems Inc,Equity,Information Technology,0
1227,ORBK,Orbotech Ltd,Equity,Industrials,0
1228,ORCL,Oracle Corp.,Equity,Information Technology,0
1229,ORX,Oryx Energy Co,Equity,0,0
1230,OSK,Oshkosh Corp,Equity,Industrials,0
1231,OSSI,Outback Steakhouse Inc,Equity,0,0
1232,OTCM,Royce Micro-Cap Trust Inc,Equity,0,0
1233,OTIS,OTIS Worldwide Corp-Wi,Equity,Industrials,0
1234,OTTR,Otter Tail Power,Equity,Utilities,0
1235,OV,One Valley Bancorp Inc,Equity,Financials,0
1236,OXY,Occidental Pete Corp Del,Equity,Energy,0
1237,OXY.WS,OCCIDENTAL PETE CORP WT EXP,Equity,0,0
1238,OZRK,Bank of the Ozarks Inc,Equity,Financials,0
1239,P,Phillips Petroleum Co.,Equity,Energy,0
1240,PAC,Pacific Telesis Group,Equity,0,0
1241,PACW,Pac-West Telecomm Inc,Equity,Communications,0
1242,PAG,Penske Automotive Grp Inc,Equity,Consumer Discretionary,0
1243,PANW,Palo Alto Networks Inc,Equity,Information Technology,Computer Communications
1244,PAX,Paxson Communications,Equity,Consumer Discretionary,0
1245,PAYX,Paychex Inc,Equity,Information Technology,0
1246,PBCT,Peoples United Finl Inc,Equity,Financials,0
1247,PBF,Pbf Energy Inc,Equity,Energy,0
1248,PBG,Pepsi Bottling Group Inc,Equity,Consumer Staples,0
1249,PBI,Pitney Bowes Inc,Equity,Industrials,0
1250,PBR,Petroleo Brasileiro ADR,Equity,Energy,0
1251,PBY,"Pep Boys-Manny,Moe&Jack",Equity,Consumer Discretionary,0
1252,PCAR,Paccar Inc,Equity,Industrials,0
1253,PCG,P G & E Corp,Equity,Utilities,0
1254,PCL,Plum Creek Timber Co REIT,Equity,Financials,0
1255,PCLN,Priceline Group,Equity,Consumer Discretionary,0
1256,PCP,Precision Castparts Corp,Equity,Industrials,0
1257,PCS,Sprint Pcs Group,Equity,Communications,0
1258,PCU,Southern Copper Corp,Equity,Materials,0
1259,PCX,Patriot Coal Corp,Equity,Energy,0
1260,PCZ,Petro Canada Var Vtg,Equity,Energy,0
1261,PDM,Piedmont Office Rlty Tr,Equity,Financials,0
1262,PDS,Precision Drilling Tr,Equity,Energy,0
1263,PE,Peco Energy,Equity,Utilities,0
1264,PEG,Pub Svc Enterprise Group,Equity,Utilities,Electric Utilities
1265,PEP,Pepsico Inc,Equity,Consumer Staples,Beverages: Non-Alcoholic
1266,PETM,Petsmart Inc,Equity,Consumer Discretionary,0
1267,PETS,Petmed Express Inc,Equity,Consumer Discretionary,0
1268,PFE,Pfizer Inc,Equity,Health Care,Pharmaceuticals: Major
1269,PFF,IShares S&P Preferred Index Fund,Equity,Preferred Stock,0
1270,PFG,Principal Financial Grp,Equity,Financials,Investment Managers
1271,PFGC,Performance Food Grp Co,Equity,Consumer Staples,0
1272,PG,Proctor & Gamble Co,Equity,Consumer Staples,Household/Personal Care
1273,PGF,Powershs Exch Trad Fd Tr,Equity,Financials,0
1274,PGL,Peoples Energy Corp,Equity,Utilities,0
1275,PGN,Paragon Offshore PLC,Equity,Energy,0
1276,PGX,Powershares Preferred,Equity,Preferred Stock,0
1277,PH,Parker Hannifin Corp,Equity,Industrials,0
1278,PHG,Kon Philips Elec Nv Newf,Equity,Consumer Discretionary,0
1279,PHH,P H H Corporation,Equity,Financials,0
1280,PHM,Pultegroup Inc,Equity,Consumer Discretionary,0
1281,PHO,Powershares Water Resources - ETF,Equity,Industrials,0
1282,PIED,Piedmont Mining Co,Equity,Natural Resources,0
1283,PII,Polaris Inc,Equity,Consumer Discretionary,0
1284,PINC,Premier Inc,Equity,Health Care,0
1285,PIR,Pier One Imports,Equity,Consumer Discretionary,0
1286,PIRRQ,Pier 1 Imports Inc,Equity,0,0
1287,PJC,Piper Jaffray Cos New,Equity,Financials,0
1288,PK,Park Hotels & Resort,Equity,Real Estate,0
1289,PKI,PerkinElmer Inc,Equity,Health Care,0
1290,PKW,Invesco BuyBack Achievers™ ETF,Equity,Large Blend,0
1291,PLCM,Polycom Inc,Equity,Information Technology,0
1292,PLD,Prologis,Equity,Financials,0
1293,PLL,Pall Corp,Equity,Industrials,0
1294,PLTR,Palantir Technologies Inc,Equity,Information Technology,Packaged Software
1295,PM,Philip Morris Intl Inc,Equity,Consumer Staples,Tobacco
1296,PMT,Pennymac Mtg Invt Tr,Equity,Financials,0
1297,PNC,PNC Financial Services Group,Equity,Financials,Major Banks
1298,PNW,Pinnacle West Capital Cp,Equity,Utilities,0
1299,POAHY,Porsche Automobil Holding SE,Equity,0,0
1300,POM,Potomac Electric,Equity,Utilities,0
1301,POT,Potash Corp Sask Inc,Equity,Materials,0
1302,PPD,PPD inc,Equity,Health Care,Miscellaneous Commercial Services
1303,PPG,P P G Industries Inc,Equity,Materials,Industrial Specialties
1304,PPL,PPL Corp,Equity,Utilities,Electric Utilities
1305,PPW,Pacificorp,Equity,Utilities,0
1306,PRAA,Portfolio Recovery Assoc,Equity,Financials,0
1307,PRGN,Peregrine Systems Inc,Equity,Information Technology,0
1308,PRH,Prudential Preferred,Equity,Preferred Stock,0
1309,PRSP,Perspecta Inc,Equity,Industrials,0
1310,PRU,Prudential Financial Inc,Equity,Financials,0
1311,PSA,Public Storage,Equity,Real Estate,Real Estate Investment Trusts
1312,PSA+V,Public Storage,Equity,Preferred Stock,0
1313,PSEC,Prospect Capital Corp,Equity,Financials,0
1314,PSFT,Peoplesoft Inc,Equity,Information Technology,0
1315,PSL,Pwrshrs Dwa Cnsmr Stpls,Equity,Consumer Staples,0
1316,PSP,Invesco Global Listed Private Equity ETF,Equity,International,0
1317,PSTV,Cytori Therapeutics Inc,Equity,Health Care,Biotechnology
1318,PSX,Phillips 66,Equity,Energy,0
1319,PTF,Pwrshrs Dwa Technology,Equity,Information Technology,0
1320,PTON,Peloton Interactive Inc,Equity,Consumer Discretionary,0
1321,PTSC,Patriot Scientific Corp,Equity,Information Technology,0
1322,PTSCD,MOSAIC IMMUNOENGINEERING ORD,Equity,0,0
1323,PUDA,Puda Coal Inc New,Equity,Energy,0
1324,PUI,Pwrshrs Dwa Utilities,Equity,Utilities,0
1325,PVH,Pvh Corp,Equity,Consumer Discretionary,0
1326,PVR,Pvr Partners Lp,Equity,Energy,0
1327,PVT,Provident Cos Inc Del,Equity,0,0
1328,PWAV,Powerwave Tech Inc,Equity,Information Technology,0
1329,PWR,Quanta Services Inc,Equity,Industrials,0
1330,PX,Praxair Inc,Equity,Materials,0
1331,PYA,ML Depositor PPLUS Trust 7.00% Liberty Media Certi,Equity,Preferred Stock,0
1332,PYL,ML Depositor PPLUS Trust 6.70% Liberty Media Certi,Equity,Preferred Stock,0
1333,PYPL,PayPal Holdings Inc,Equity,Financials,Data Processing Services
1334,PYZ,Pwrshrs Dwa Bsc Mtrls,Equity,Materials,0
1335,PZA,Powershs Exch Trad Fd Tr,Equity,Municipal Bonds,0
1336,Q,Qwest Communs Intl Inc,Equity,Communications,0
1337,QCOM,Qualcomm Inc,Equity,Information Technology,Telecommunications Equipment
1338,QCOR,Questcor Pharmaceuticals,Equity,Health Care,0
1339,QLGC,Qlogic Corp,Equity,Information Technology,0
1340,QQQ,Invesco QQQ Trust,Equity,Information Technology,Investment Trusts/Mutual Funds
1341,QREDF,Quantum Rare Earth Dev,Equity,0,0
1342,QSR,Restaurant Brands Intl Inc com,Equity,0,0
1343,QTRRF,Quaterra Resources Inc,Equity,Natural Resources,0
1344,QURAF,Quaterra Res Inc,Equity,Natural Resources,0
1345,RAI,Reynolds American,Equity,Consumer Staples,0
1346,RAS,R A I T Financial TRUST,Equity,Financials,0
1347,RBGLY,Reckitt Benckiser Adr,Equity,Consumer Staples,Household/Personal Care
1348,RBLX,Roblox Corp Com Cl A,Equity,Information Technology,0
1349,RBPAA,Royal Bancshs Of Pa Cl A,Equity,Financials,0
1350,RBS+P,Royal Bk Scot Pfd Adr,Equity,Preferred Stock,0
1351,RBS+S,Royal Bk Scot,Equity,Preferred Stock,0
1352,RBV,"CBS Corp., 7.25% Senior Notes due 6/30/2051",Equity,Preferred Stock,0
1353,RCL,Royal Caribbean Cruisesf,Equity,Consumer Discretionary,0
1354,RD,Royal Dtch 1.25 Guilderf,Equity,Energy,0
1355,RDC,Rowan Companies Cl A,Equity,Energy,0
1356,RDS A,ROYAL DUTCH SHELL CL A,Equity,Energy,0
1357,RDS.B,Royal Dutch Shell PLC,Equity,Energy,0
1358,RDSA,Royal Dutch Shell A Adrf,Equity,Energy,Energy
1359,RDSB,Royal Dutch Shell B ADR,Equity,Energy,0
1360,RDVA,Radva Corp,Equity,Industrials,0
1361,RDY,Dr Reddys Labs Adr,Equity,Health Care,0
1362,REG,Regency Centers Corp,Equity,Financials,0
1363,REGN,Regeneron Pharmaceuticals Inc,Equity,Health Care,Biotechnology
1364,REI,Reliant Energy Inc,Equity,Utilities,0
1365,REL,Reliance Group Holdings,Equity,0,0
1366,REM,Ishares Ftse Nareit Mtg,Equity,Financials,0
1367,RESC,Roanoke Elec Steel Corp,Equity,Materials,0
1368,REZI,Resideo Technologies Inc,Equity,Information Technology,0
1369,RF,Regions Financial Corp,Equity,Financials,0
1370,RFDI,First Trust RiverFront Dynamic Developed Internati,Equity,International,0
1371,RFEM,First Trust RiverFront Dynamic EM,Equity,International,0
1372,RFMD,R F Micro Devices Inc,Equity,Information Technology,0
1373,RGCO,RGC Resources Inc,Equity,Utilities,Gas Distributors
1374,RGEN,Repligen Corp,Equity,0,0
1375,RGP,Regency Energy Partners,Equity,Energy,0
1376,RHHBY,Roche Hldg Ltd Spon Adrf,Equity,Health Care,0
1377,RHI,Robert Half Intl,Equity,Industrials,0
1378,RIG,Transocean Inc New,Equity,Energy,0
1379,RING,Ringer Corp,Equity,0,0
1380,RIO,Rio Tinto Plc Spon Adr,Equity,Materials,0
1381,RKY,Coors Adolph Co Class B,Equity,Consumer Discretionary,0
1382,RLM,Reynolds Metal,Equity,Materials,0
1383,RMCF,Rocky Mountain Choco,Equity,Consumer Staples,0
1384,RMD,Resmed Inc,Equity,Health Care,0
1385,RN,RJR Nabisco,Equity,0,0
1386,ROH,Rohm & Haas Co,Equity,Materials,0
1387,ROIC,Retail Oppty Ivenstments,Equity,Financials,0
1388,ROKU,Roku Inc,Equity,Information Technology,Electronics/Appliances
1389,ROP,Roper Industries Inc,Equity,Industrials,Electronic Equipment/Instruments
1390,ROST,Ross Stores Inc,Equity,Consumer Discretionary,Apparel/Footwear Retail
1391,RPM,R P M Incorporated Ohio,Equity,Materials,0
1392,RPOW,R P M Inc Ohio,Equity,0,0
1393,RPRX,Repros Therapeutics New,Equity,Health Care,0
1394,RRC,Range Resources,Equity,Energy,0
1395,RRD,Donnelley RR & Sons,Equity,Industrials,0
1396,RRI,Reliant Resources Inc,Equity,Utilities,0
1397,RS,Reliance Stl & Aluminum,Equity,Materials,0
1398,RSG,Republic Services Inc,Equity,Industrials,0
1399,RSH,Radioshack Corporation,Equity,Consumer Discretionary,0
1400,RSP,Guggenheim S&P 500 Equal,Equity,Large Blend,0
1401,RTN,Raytheon Co,Equity,Industrials,0
1402,RTX,Raytheon Technologies,Equity,Industrials,Aerospace & Defense
1403,RVT,Royce Value Trust             ,Equity,0,0
1404,RVT+B,Royce Value Tr Prefd,Equity,Preferred Stock,0
1405,RXSD,Rexall Sundown Inc,Equity,0,0
1406,RY,Royal Bank Canada Montreal,Equity,Financials,0
1407,RYN,Rayonier Inc,Equity,Financials,0
1408,S,Sprint Nextel,Equity,Communications,0
1409,SABR,Sabre Corporation,Equity,Information Technology,0
1410,SAIC,Science Applications International Corp,Equity,Industrials,0
1411,SANM,Sanmina Sci Corp,Equity,Information Technology,0
1412,SBC,SBC Communications,Equity,Communications,0
1413,SBGI,Sinclair Broadcast Group Inc,Equity,Consumer Discretionary,0
1414,SBI,Senior Housing Properties,Equity,Municipal Bonds,0
1415,SBNY,Signature Bk New York NY,Equity,Financials,0
1416,SBUX,Starbucks Corp,Equity,Consumer Discretionary,Restaurants
1417,SCE+B,Southern CA Edison Co,Equity,0,0
1418,SCG,Scana Corporation New,Equity,Utilities,0
1419,SCHA,Schw US Scap Etf,Equity,Small Blend,0
1420,SCHB,Schw US Brd Mkt Etf,Equity,Large Blend,0
1421,SCHD,Schwab Strategic Tr,Equity,Large Blend,0
1422,SCHE,Schwab Emerging Markets Equity ETF™,Equity,International,0
1423,SCHF,Schw Intl Eq Etf,Equity,International,0
1424,SCHG,Schw US Lcap Gro Etf,Equity,Large Blend,0
1425,SCHV,Schwab US Large-Cap Value ETF™,Equity,Large Blend,0
1426,SCHW,The Charles Schwab Corp,Equity,Financials,0
1427,SCRI,"Social Realty, Inc.           ",Equity,Health Care,0
1428,SCTY,Solarcity Corp,Equity,Industrials,0
1429,SCZ,iShares MSCI EAFE Small-Cap ETF,Equity,International,0
1430,SDRL,Seadrill Ltd,Equity,Energy,0
1431,SE,Spectra Energy,Equity,Energy,0
1432,SEIC,S E I Investments Co,Equity,Financials,0
1433,SFD,Smithfield Foods,Equity,Consumer Staples,0
1434,SFE,Safeguard Scientific Inc,Equity,Information Technology,0
1435,SGP,Schering-Plough,Equity,Health Care,0
1436,SHI,Sinopec Shanghai Adr,Equity,Materials,0
1437,SHOP,Shopify Inc,Equity,Information Technology,Internet Retail
1438,SHW,Sherwin Williams Co,Equity,Materials,Industrial Specialties
1439,SHX,Shaw Industries,Equity,0,0
1440,SI,Silvergate Capital Corp,Equity,0,0
1441,SIRI,Sirius XM Radio Inc,Equity,Consumer Discretionary,0
1442,SIRO,Sirona Dental Systems,Equity,Health Care,0
1443,SIVBO,"SVB Capital II, 7.00% Cumul Trust Preferred Securi",Equity,Preferred Stock,0
1444,SJM,J M Smuckers Co New,Equity,Consumer Staples,Food: Specialty/Candy
1445,SJNK,SPDR® Blmbg BarclaysST HY Bd ETF,Equity,Multi-Sector Bond,0
1446,SKT,Tanger Fctry Outlet Ctrs,Equity,Financials,0
1447,SKX,Skechers USA Inc,Equity,Consumer Discretionary,0
1448,SLB,Schlumberger Ltd,Equity,Energy,0
